ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
41736_g_at,4.97E-09,7.37E-12,-9.193378,16.9016,-0.7511255,DENND3,DENN domain containing 3
33859_at,4.97E-09,7.48E-12,9.188877,16.88761,1.3014922,SAP18,Sin3A associated protein 18
1660_at,6.48E-09,1.03E-11,9.090528,16.58111,1.2252579,UBE2N,ubiquitin conjugating enzyme E2 N
34879_at,6.63E-09,1.13E-11,9.059641,16.48461,1.9817743,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
35153_at,6.63E-09,1.20E-11,9.041464,16.42776,1.468734,NBN,nibrin
1064_at,6.63E-09,1.21E-11,9.040119,16.42356,1.407942,TWF1,twinfilin actin binding protein 1
40108_at,7.30E-09,1.39E-11,8.99713,16.28896,1.5776108,BZW1,basic leucine zipper and W2 domains 1
36845_at,8.04E-09,1.62E-11,8.94901,16.13803,1.3055639,MORC3,MORC family CW-type zinc finger 3
36572_r_at,8.04E-09,1.70E-11,8.934614,16.09282,1.6015037,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1
38016_at,8.04E-09,1.72E-11,8.931028,16.08156,0.4837064,HNRNPD,heterogeneous nuclear ribonucleoprotein D
38692_at,8.63E-09,1.91E-11,8.897812,15.97715,0.8395704,NAB1,NGFI-A binding protein 1
34753_at,9.29E-09,2.26E-11,8.846735,15.81634,0.9237171,VAMP7,vesicle associated membrane protein 7
36112_r_at,9.29E-09,2.27E-11,8.845341,15.81194,1.4862554,MIR636///SRSF2,microRNA 636///serine and arginine rich splicing factor 2
36685_at,9.29E-09,2.28E-11,8.843647,15.8066,1.4930273,AMD1,adenosylmethionine decarboxylase 1
34393_r_at,9.70E-09,2.46E-11,8.820777,15.7345,1.1218703,RAB1A,"RAB1A, member RAS oncogene family"
40291_r_at,1.11E-08,3.00E-11,-8.759113,15.53977,-0.6944259,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
35793_at,1.11E-08,3.08E-11,8.751489,15.51566,1.1175067,G3BP2,G3BP stress granule assembly factor 2
39482_at,1.11E-08,3.17E-11,-8.742524,15.48731,-0.6660007,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
35057_at,1.11E-08,3.27E-11,-8.733639,15.4592,-0.6463651,N4BP3,NEDD4 binding protein 3
33591_at,1.11E-08,3.30E-11,-8.730774,15.45013,-0.9105979,,
31724_at,1.11E-08,3.35E-11,-8.725417,15.43318,-0.8073073,SHH,sonic hedgehog
2046_at,1.15E-08,3.56E-11,-8.706837,15.37435,-0.4873527,ERG,"ERG, ETS transcription factor"
41492_r_at,1.18E-08,3.75E-11,-8.691467,15.32566,-0.6956631,ATP11A,ATPase phospholipid transporting 11A
33046_f_at,1.19E-08,3.88E-11,-8.68064,15.29134,-0.7210778,EMX1,empty spiracles homeobox 1
38102_at,1.19E-08,3.96E-11,8.67464,15.27232,1.7197597,MICU2,mitochondrial calcium uptake 2
36934_at,1.21E-08,4.12E-11,8.662101,15.23255,0.8933505,OSER1,oxidative stress responsive serine rich 1
38041_at,1.24E-08,4.47E-11,8.637228,15.15361,1.346892,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
40861_at,1.24E-08,4.49E-11,8.635843,15.14921,1.2409235,MORF4L2,mortality factor 4 like 2
485_at,1.24E-08,4.50E-11,-8.635253,15.14734,-0.5859634,DHH,desert hedgehog
32077_s_at,1.27E-08,4.74E-11,-8.619747,15.09809,-0.5199649,KCNQ1,potassium voltage-gated channel subfamily Q member 1
39396_at,1.30E-08,5.05E-11,8.600518,15.03698,1.4618119,LYPLA1,lysophospholipase I
38107_at,1.30E-08,5.09E-11,-8.59808,15.02923,-0.6211552,UNC119,unc-119 lipid binding chaperone
36038_r_at,1.30E-08,5.20E-11,-8.591553,15.00847,-0.9640806,SPTB,"spectrin beta, erythrocytic"
36517_at,1.30E-08,5.26E-11,8.587832,14.99664,0.7710984,U2AF1,U2 small nuclear RNA auxiliary factor 1
35342_at,1.31E-08,5.39E-11,8.580514,14.97336,1.3126228,HACD2,3-hydroxyacyl-CoA dehydratase 2
33866_at,1.45E-08,6.10E-11,8.5428,14.85331,1.3458326,TPM4,tropomyosin 4
517_at,1.45E-08,6.22E-11,-8.536732,14.83398,-0.5706019,FBXW4P1,F-box and WD repeat domain containing 4 pseudogene 1
37358_at,1.45E-08,6.30E-11,8.532581,14.82075,1.485524,UBE2E1,ubiquitin conjugating enzyme E2 E1
36691_at,1.47E-08,6.53E-11,-8.521744,14.78621,-0.7160047,KYAT1,kynurenine aminotransferase 1
40211_at,1.47E-08,6.71E-11,8.513657,14.76043,1.4892087,HNRNPA1P10///HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1
37201_at,1.47E-08,6.75E-11,-8.511895,14.75481,-0.7412567,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4
34526_s_at,1.66E-08,7.76E-11,-8.46924,14.6187,-0.9532978,MIR124-1///LINC00599,microRNA 124-1///long intergenic non-protein coding RNA 599
40906_at,1.66E-08,8.11E-11,-8.456101,14.57674,-0.4899485,ZNF688,zinc finger protein 688
37670_at,1.66E-08,8.15E-11,8.454338,14.57111,1.5736898,ANXA7,annexin A7
38590_r_at,1.66E-08,8.21E-11,8.45204,14.56376,0.8315624,LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,"prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha"
38074_at,1.66E-08,8.47E-11,8.442647,14.53375,1.339548,AP3S1,adaptor related protein complex 3 sigma 1 subunit
33037_at,1.66E-08,8.48E-11,-8.442234,14.53243,-0.8201486,CHST7,carbohydrate sulfotransferase 7
41664_at,1.66E-08,8.54E-11,-8.440418,14.52662,-0.6390367,TIMM44,translocase of inner mitochondrial membrane 44
37843_i_at,1.73E-08,9.05E-11,-8.422549,14.46949,-0.8151666,IL27RA,interleukin 27 receptor subunit alpha
32734_at,1.77E-08,9.41E-11,8.410785,14.43186,1.0032089,PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon
31507_at,1.77E-08,9.56E-11,-8.406109,14.4169,-0.5208605,KMT2D,lysine methyltransferase 2D
40910_at,1.79E-08,9.77E-11,8.399285,14.39507,1.3617049,CAPZA1,capping actin protein of muscle Z-line alpha subunit 1
31510_s_at,1.79E-08,9.94E-11,8.394111,14.3785,1.1056712,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
40517_at,1.82E-08,1.03E-10,8.384601,14.34806,1.436489,TTC37,tetratricopeptide repeat domain 37
36751_at,1.83E-08,1.04E-10,-8.38009,14.33361,-0.5271779,RGS11,regulator of G-protein signaling 11
38040_at,1.93E-08,1.12E-10,8.359307,14.26703,0.8517476,SMNDC1,survival motor neuron domain containing 1
1749_at,1.94E-08,1.15E-10,-8.350755,14.23962,-0.4184632,GCDH,glutaryl-CoA dehydrogenase
34840_at,1.94E-08,1.16E-10,8.34701,14.22762,1.5351141,SERINC5,serine incorporator 5
40146_at,1.94E-08,1.17E-10,8.345441,14.22259,1.7505053,RAP1B,"RAP1B, member of RAS oncogene family"
41311_f_at,1.97E-08,1.20E-10,-8.336206,14.19298,-0.8158625,NR2F6,nuclear receptor subfamily 2 group F member 6
40609_at,2.02E-08,1.25E-10,-8.324656,14.15593,-0.3839796,CHD8,chromodomain helicase DNA binding protein 8
31814_i_at,2.06E-08,1.29E-10,-8.315674,14.12711,-0.6641744,LRP3,LDL receptor related protein 3
35325_at,2.06E-08,1.31E-10,8.310903,14.11179,0.76155,RAB14,"RAB14, member RAS oncogene family"
41279_f_at,2.10E-08,1.35E-10,-8.30227,14.08408,-0.6117226,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1
35734_at,2.22E-08,1.44E-10,8.282107,14.01933,1.8924605,ACTR2,ARP2 actin related protein 2 homolog
34752_at,2.26E-08,1.48E-10,8.272951,13.98991,1.1834657,NEK7,NIMA related kinase 7
41131_f_at,2.35E-08,1.56E-10,8.257206,13.93931,1.1535163,RPL36A-HNRNPH2///HNRNPH2,RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
37050_r_at,2.37E-08,1.60E-10,8.250595,13.91805,1.8304836,TOMM34,translocase of outer mitochondrial membrane 34
38475_at,2.61E-08,1.78E-10,8.21785,13.81271,0.7378273,DCTN2,dynactin subunit 2
39655_at,2.70E-08,1.86E-10,-8.204466,13.76962,-0.6093525,REN,renin
33458_r_at,2.74E-08,1.91E-10,8.196632,13.74439,1.6509244,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1
35818_at,2.97E-08,2.13E-10,8.164364,13.64041,1.4160203,CYCS,"cytochrome c, somatic"
35258_f_at,2.97E-08,2.13E-10,8.163925,13.63899,1.3778156,SCAF11,SR-related CTD associated factor 11
37535_at,2.97E-08,2.15E-10,8.160912,13.62928,1.3002431,CREB1,cAMP responsive element binding protein 1
33418_at,2.97E-08,2.17E-10,8.158548,13.62166,0.4381732,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
35787_at,2.97E-08,2.21E-10,8.153072,13.604,0.9523299,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2
34887_at,2.97E-08,2.21E-10,8.152666,13.60269,1.091539,RDX,radixin
31669_s_at,3.01E-08,2.26E-10,-8.145615,13.57995,-0.6222216,HOXA11,homeobox A11
35259_s_at,3.04E-08,2.31E-10,8.138817,13.55802,1.014301,SCAF11,SR-related CTD associated factor 11
39415_at,3.09E-08,2.37E-10,8.131327,13.53385,1.1365545,HNRNPK,heterogeneous nuclear ribonucleoprotein K
1068_g_at,3.13E-08,2.50E-10,-8.115734,13.48352,-0.5133154,FLT3LG,fms related tyrosine kinase 3 ligand
31530_at,3.13E-08,2.50E-10,-8.115728,13.4835,-0.7446671,ACACB,acetyl-CoA carboxylase beta
34658_at,3.13E-08,2.50E-10,-8.11544,13.48257,-0.7601935,PRM2,protamine 2
36654_s_at,3.13E-08,2.50E-10,8.115226,13.48188,1.3333802,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
33056_at,3.15E-08,2.55E-10,-8.110115,13.46537,-0.6289075,EXOG,"endo/exonuclease (5'-3'), endonuclease G-like"
41568_at,3.16E-08,2.58E-10,-8.10658,13.45396,-0.5327667,ARSD,arylsulfatase D
40741_at,3.25E-08,2.69E-10,-8.092946,13.40992,-0.5324037,CETP,cholesteryl ester transfer protein
35601_at,3.25E-08,2.71E-10,-8.091423,13.405,-0.6723069,IGH,immunoglobulin heavy locus
41785_at,3.25E-08,2.73E-10,8.089165,13.3977,1.0473322,EIF4G2,eukaryotic translation initiation factor 4 gamma 2
33357_at,3.29E-08,2.79E-10,8.082415,13.37589,1.0537346,NCKAP1,NCK associated protein 1
40832_s_at,3.35E-08,2.87E-10,8.074419,13.35005,1.3898813,TOR1AIP1,torsin 1A interacting protein 1
37752_at,3.46E-08,2.99E-10,8.061918,13.30964,0.7685834,EIF4E,eukaryotic translation initiation factor 4E
32219_at,3.48E-08,3.07E-10,8.053987,13.28399,1.1167069,TLK1,tousled like kinase 1
40441_g_at,3.48E-08,3.07E-10,8.05381,13.28341,1.4519665,SERBP1,SERPINE1 mRNA binding protein 1
36926_at,3.48E-08,3.10E-10,8.050888,13.27396,1.3637681,MAPK6,mitogen-activated protein kinase 6
34392_s_at,3.48E-08,3.12E-10,8.049016,13.26791,0.7251998,RAB1A,"RAB1A, member RAS oncogene family"
39536_at,3.66E-08,3.30E-10,-8.031845,13.21235,-0.7024661,,
38179_at,3.67E-08,3.35E-10,-8.0277,13.19894,-0.4663567,ZNF174,zinc finger protein 174
31630_at,3.67E-08,3.38E-10,-8.025222,13.19092,-0.6567767,RBM17,RNA binding motif protein 17
35762_at,3.69E-08,3.42E-10,8.021528,13.17896,0.6891751,FBXO28,F-box protein 28
1748_s_at,3.75E-08,3.51E-10,-8.013633,13.1534,-0.5584575,KLF1,Kruppel like factor 1
39316_at,3.82E-08,3.61E-10,-8.005198,13.12608,-0.6087802,RAB40C,"RAB40C, member RAS oncogene family"
160034_s_at,3.82E-08,3.65E-10,-8.001817,13.11513,-0.5677039,FANCC,Fanconi anemia complementation group C
40703_at,3.82E-08,3.66E-10,-8.001215,13.11318,-0.6012263,RBP3,retinol binding protein 3
160038_s_at,3.95E-08,3.82E-10,-7.988223,13.07109,-0.6372117,INS,insulin
38209_at,3.95E-08,3.86E-10,-7.984835,13.06012,-0.5791079,PTGER1,prostaglandin E receptor 1
33905_at,3.95E-08,3.90E-10,7.982226,13.05166,1.1877069,MBD2,methyl-CpG binding domain protein 2
35656_at,3.95E-08,3.91E-10,7.980807,13.04706,1.5039239,RNF6,ring finger protein 6
31483_g_at,4.02E-08,4.03E-10,-7.971864,13.01808,-0.6997278,CELP///CEL,carboxyl ester lipase pseudogene///carboxyl ester lipase
40066_at,4.02E-08,4.04E-10,7.97128,13.01618,1.3171483,UBA3,ubiquitin like modifier activating enzyme 3
39913_at,4.09E-08,4.15E-10,-7.963431,12.99074,-0.9462228,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
39964_at,4.30E-08,4.42E-10,7.944105,12.92806,1.2625763,RP2,retinitis pigmentosa 2 (X-linked recessive)
36920_at,4.30E-08,4.42E-10,7.944087,12.928,0.5591501,MTM1,myotubularin 1
745_at,4.33E-08,4.51E-10,-7.938391,12.90952,-0.4554246,TCEA2,transcription elongation factor A2
38705_at,4.33E-08,4.59E-10,7.9329,12.8917,1.1629085,UBE2D2,ubiquitin conjugating enzyme E2 D2
31640_r_at,4.33E-08,4.62E-10,-7.931278,12.88644,-0.7661803,SOX1,SRY-box 1
33845_at,4.33E-08,4.63E-10,7.93055,12.88408,1.5443322,,
35084_at,4.33E-08,4.66E-10,-7.92833,12.87687,-0.8621386,AMH,anti-Mullerian hormone
1082_at,4.33E-08,4.67E-10,-7.928218,12.87651,-0.5289025,PLCG1,phospholipase C gamma 1
31421_at,4.33E-08,4.70E-10,-7.926068,12.86953,-0.5472772,MYL4,myosin light chain 4
32825_at,4.40E-08,4.81E-10,7.919397,12.84788,1.0241022,PRMT1,protein arginine methyltransferase 1
33394_at,4.41E-08,4.94E-10,7.910931,12.82039,0.8555546,DDX19A,DEAD-box helicase 19A
33624_at,4.41E-08,4.98E-10,-7.908455,12.81235,-0.5501577,CACNA1E,calcium voltage-gated channel subunit alpha1 E
32917_at,4.41E-08,4.99E-10,-7.908326,12.81193,-0.4311934,LCT,lactase
33065_at,4.41E-08,4.99E-10,-7.907887,12.81051,-0.5350919,JPH3,junctophilin 3
31323_r_at,4.41E-08,5.03E-10,-7.905918,12.80411,-0.5535508,SLC1A2,solute carrier family 1 member 2
32530_at,4.41E-08,5.07E-10,7.903484,12.79621,0.9466466,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
1116_at,4.41E-08,5.12E-10,-7.900521,12.78659,-0.8714229,,
31704_at,4.41E-08,5.13E-10,-7.899551,12.78344,-0.5630162,DNASE1L2,deoxyribonuclease 1 like 2
41006_at,4.41E-08,5.14E-10,-7.899464,12.78315,-0.6130606,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
32978_g_at,4.41E-08,5.18E-10,-7.897062,12.77535,-0.6948857,FAM65B,family with sequence similarity 65 member B
32214_at,4.41E-08,5.21E-10,7.895389,12.76992,1.0587983,TXNL1,thioredoxin like 1
34278_at,4.48E-08,5.32E-10,7.889101,12.74949,1.5206023,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
727_at,4.66E-08,5.64E-10,-7.871432,12.69208,-0.4212974,WDR13,WD repeat domain 13
39667_at,4.66E-08,5.68E-10,-7.869089,12.68446,-0.5631138,NOVA2,NOVA alternative splicing regulator 2
38093_at,4.66E-08,5.73E-10,7.866666,12.67658,0.9833941,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like
39150_at,4.66E-08,5.75E-10,7.865733,12.67355,0.9954533,RNF11,ring finger protein 11
35401_s_at,4.66E-08,5.76E-10,-7.865322,12.67221,-0.8838874,MMP17,matrix metallopeptidase 17
38033_at,4.66E-08,5.76E-10,7.865244,12.67196,1.0489226,Sep-10,septin 10
41768_at,4.66E-08,5.80E-10,7.863237,12.66543,1.2671068,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
38499_s_at,4.67E-08,5.85E-10,-7.860556,12.65672,-0.5960384,MOBP,myelin-associated oligodendrocyte basic protein
34920_at,4.70E-08,5.93E-10,-7.856708,12.64421,-0.642773,AIRE,autoimmune regulator
530_at,4.80E-08,6.11E-10,-7.847511,12.6143,-0.5795712,TONSL,"tonsoku-like, DNA repair protein"
35117_at,4.80E-08,6.19E-10,-7.843446,12.60108,-0.5180077,ELOVL5,ELOVL fatty acid elongase 5
37041_at,4.80E-08,6.21E-10,-7.842527,12.59809,-0.5764971,ATG4B,autophagy related 4B cysteine peptidase
32472_at,4.80E-08,6.24E-10,-7.841372,12.59433,-0.8330841,OXT,oxytocin/neurophysin I prepropeptide
33508_at,4.80E-08,6.26E-10,-7.84026,12.59072,-0.6753446,INPP4A,inositol polyphosphate-4-phosphatase type I A
40638_at,4.80E-08,6.28E-10,7.8394,12.58792,0.8086637,SFPQ,splicing factor proline and glutamine rich
40893_at,4.81E-08,6.33E-10,7.836962,12.57999,1.0820691,SUCLA2,succinate-CoA ligase ADP-forming beta subunit
40392_at,4.83E-08,6.39E-10,-7.834098,12.57067,-0.6263657,CDX2,caudal type homeobox 2
31983_at,4.83E-08,6.43E-10,-7.832393,12.56512,-0.9061266,EMX2,empty spiracles homeobox 2
465_at,4.83E-08,6.47E-10,-7.830413,12.55868,-0.6644353,KAT5,lysine acetyltransferase 5
33695_at,4.87E-08,6.56E-10,-7.826219,12.54503,-0.6317991,CBARP,CACN beta subunit associated regulatory protein
33073_at,4.89E-08,6.62E-10,-7.823664,12.53672,-0.5507767,PAK3,p21 (RAC1) activated kinase 3
34680_s_at,4.93E-08,6.71E-10,7.819439,12.52297,0.7961941,PSMD6,"proteasome 26S subunit, non-ATPase 6"
37693_at,5.03E-08,6.90E-10,7.811397,12.49679,0.5366586,LOC101930388///LOC101928143///NUMB,"uncharacterized LOC101930388///uncharacterized LOC101928143///NUMB, endocytic adaptor protein"
34606_s_at,5.16E-08,7.11E-10,-7.802097,12.46652,-0.4628808,ATF7,activating transcription factor 7
32854_at,5.20E-08,7.21E-10,7.797968,12.45307,1.0985703,FBXW11,F-box and WD repeat domain containing 11
40988_at,5.21E-08,7.29E-10,7.794611,12.44214,1.3364364,YME1L1,YME1 like 1 ATPase
35720_at,5.21E-08,7.34E-10,7.792883,12.43651,0.8257136,WDR47,WD repeat domain 47
34781_at,5.21E-08,7.39E-10,7.790832,12.42983,1.1963079,DCTN6,dynactin subunit 6
32892_at,5.21E-08,7.39E-10,-7.79065,12.42924,-0.7243411,RPS6KA2,ribosomal protein S6 kinase A2
33623_g_at,5.44E-08,7.75E-10,-7.776549,12.38331,-0.8730945,CACNA1C,calcium voltage-gated channel subunit alpha1 C
35790_at,5.45E-08,7.81E-10,7.774247,12.37581,1.2289004,VPS26A,"VPS26, retromer complex component A"
37277_at,5.48E-08,7.90E-10,-7.770681,12.36419,-0.5750489,NAIP,NLR family apoptosis inhibitory protein
32289_at,5.61E-08,8.15E-10,-7.761406,12.33396,-0.5956251,PTPRS,"protein tyrosine phosphatase, receptor type S"
38321_r_at,5.61E-08,8.17E-10,-7.760765,12.33187,-1.0194452,LIPE,"lipase E, hormone sensitive type"
37477_at,5.61E-08,8.25E-10,-7.757799,12.3222,-0.8427861,RNF216,ring finger protein 216
41379_at,5.61E-08,8.27E-10,7.757077,12.31985,1.2564604,SMC5,structural maintenance of chromosomes 5
38564_at,5.61E-08,8.31E-10,-7.755617,12.31509,-0.6084442,ORC1,origin recognition complex subunit 1
39915_at,5.68E-08,8.46E-10,-7.750274,12.29767,-0.5385793,TRPM2,transient receptor potential cation channel subfamily M member 2
39083_at,5.73E-08,8.58E-10,7.746236,12.28451,0.8575783,UBE2D3,ubiquitin conjugating enzyme E2 D3
36545_s_at,5.92E-08,8.91E-10,-7.734975,12.24779,-0.8386458,SFI1,SFI1 centrin binding protein
35290_at,5.92E-08,8.96E-10,7.733148,12.24183,0.8586678,YTHDF3,YTH N6-methyladenosine RNA binding protein 3
33830_at,5.94E-08,9.10E-10,7.72879,12.22761,1.1369663,LEPROT,leptin receptor overlapping transcript
40048_at,5.94E-08,9.12E-10,7.727822,12.22445,0.892922,PUM1,pumilio RNA binding family member 1
37409_at,5.94E-08,9.23E-10,7.724409,12.21332,0.7990126,SRPK2,SRSF protein kinase 2
33625_g_at,5.94E-08,9.25E-10,-7.723744,12.21115,-0.7820274,CACNA1E,calcium voltage-gated channel subunit alpha1 E
32520_at,5.94E-08,9.37E-10,-7.719978,12.19887,-0.4692075,NR1D1///THRA,"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha"
949_s_at,5.94E-08,9.39E-10,7.719251,12.1965,1.2128049,PSMC6,"proteasome 26S subunit, ATPase 6"
41743_i_at,5.94E-08,9.42E-10,7.718392,12.19369,1.2560083,OPTN,optineurin
33088_at,5.94E-08,9.44E-10,-7.717833,12.19187,-0.7423944,KCNH1,potassium voltage-gated channel subfamily H member 1
31621_s_at,5.94E-08,9.47E-10,-7.716857,12.18868,-0.599632,ELN,elastin
2006_at,5.94E-08,9.47E-10,-7.716827,12.18859,-0.4888504,JAK3,Janus kinase 3
39281_at,5.94E-08,9.50E-10,-7.71589,12.18553,-0.6472677,ARHGEF11,Rho guanine nucleotide exchange factor 11
31946_s_at,6.07E-08,9.76E-10,-7.707722,12.15888,-0.5877479,FOXG1,forkhead box G1
34891_at,6.09E-08,9.85E-10,7.705108,12.15034,0.8822459,DYNLL1,dynein light chain LC8-type 1
40288_r_at,6.34E-08,1.03E-09,-7.69182,12.10697,-0.6590615,KLHL35,kelch like family member 35
40316_at,6.42E-08,1.05E-09,-7.686839,12.09071,-0.7085156,GH2,growth hormone 2
39911_at,6.45E-08,1.06E-09,-7.683787,12.08074,-0.5218136,,
37336_at,6.55E-08,1.08E-09,7.677706,12.06088,1.0941267,UBXN4,UBX domain protein 4
32058_at,6.58E-08,1.09E-09,-7.674987,12.052,-0.5450619,CHST10,carbohydrate sulfotransferase 10
36428_at,6.58E-08,1.09E-09,-7.673556,12.04733,-0.7169369,,
32134_at,6.60E-08,1.11E-09,7.669087,12.03273,1.0940966,TES,testin LIM domain protein
504_at,6.60E-08,1.11E-09,7.669028,12.03254,0.8727432,UBE2D3,ubiquitin conjugating enzyme E2 D3
37613_at,6.60E-08,1.11E-09,-7.66816,12.0297,-0.9135603,PVALB,parvalbumin
34179_at,6.60E-08,1.12E-09,-7.666415,12.02401,-0.5964102,ZBTB22,zinc finger and BTB domain containing 22
40042_r_at,6.60E-08,1.12E-09,-7.665855,12.02218,-0.6022309,LOC102724788,"proline dehydrogenase 1, mitochondrial"
32983_at,6.67E-08,1.15E-09,-7.659679,12.002,-0.517773,ADRA1B,adrenoceptor alpha 1B
34080_at,6.67E-08,1.15E-09,-7.658468,11.99804,-0.512631,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1
31711_at,6.67E-08,1.16E-09,-7.65693,11.99302,-0.6399135,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D
33445_at,6.67E-08,1.16E-09,-7.655981,11.98992,-0.5923656,ABAT,4-aminobutyrate aminotransferase
34537_at,6.67E-08,1.16E-09,-7.655639,11.9888,-0.6538832,LOC100996843///KCNJ18///KCNJ12,ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
40868_at,6.68E-08,1.17E-09,7.653735,11.98258,1.2739347,THUMPD1,THUMP domain containing 1
31696_at,6.89E-08,1.21E-09,-7.643233,11.94826,-0.8187239,RAP2B,"RAP2B, member of RAS oncogene family"
36002_at,7.01E-08,1.24E-09,7.636758,11.9271,0.8497472,TRAPPC8,trafficking protein particle complex 8
31881_at,7.02E-08,1.25E-09,7.635201,11.92201,0.7589031,SGMS1,sphingomyelin synthase 1
38843_at,7.07E-08,1.26E-09,7.63162,11.9103,0.6062062,HMGXB4,HMG-box containing 4
41855_at,7.11E-08,1.27E-09,7.628794,11.90106,1.1890845,HAT1,histone acetyltransferase 1
33939_at,7.13E-08,1.28E-09,-7.626712,11.89425,-0.4518141,KCNA1,potassium voltage-gated channel subfamily A member 1
39909_g_at,7.37E-08,1.33E-09,-7.615644,11.85806,-0.6214098,TMEM179B///TAF6L,transmembrane protein 179B///TATA-box binding protein associated factor 6 like
2013_at,7.42E-08,1.35E-09,-7.612165,11.84668,-0.4364265,TFDP2,transcription factor Dp-2
40865_at,7.44E-08,1.35E-09,7.6102,11.84026,0.8622589,TDG,thymine DNA glycosylase
41635_at,7.44E-08,1.36E-09,7.608938,11.83613,0.8394202,WTAP,Wilms tumor 1 associated protein
33918_s_at,7.45E-08,1.37E-09,-7.606899,11.82946,-0.439085,HIRIP3,HIRA interacting protein 3
477_at,7.49E-08,1.38E-09,-7.604073,11.82021,-0.3822899,IRF5,interferon regulatory factor 5
33487_at,7.60E-08,1.41E-09,-7.598311,11.80136,-0.7690449,HPD,4-hydroxyphenylpyruvate dioxygenase
